uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
780c8ff2-5e11-48f8-ad3d-efa36a0413f6,,HIV SD Bioline Kit,,Misc,Text,,,,,,,,,,,,,,,,,,,,
73434a78-e4fc-42f7-a812-f30f3b3cabe3,,Tie Breaker HIV Test Kit Name,,Question,Coded,HIV SD Bioline Kit,,,,,,,,,,,,,,,,,,,
0d64d0d0-8dcb-4a56-819c-999d52f04db8,,HIV Stat Pack Kit,,Misc,Text,,,,,,,,,,,,,,,,,,,,
a099ce71-d75e-433d-a782-0b9ad4f4f655,,HIV First Response Kit,,Misc,Text,,,,,,,,,,,,,,,,,,,,
b78d89e7-08aa-484f-befb-1e3e70cd6985,,Confirmatory HIV Test Kit Name,,Question,Coded,HIV First Response Kit;HIV Stat Pack Kit,,,,,,,,,,,,,,,,,,,
59ec348a-14a8-4e88-9b9e-72fa24b949fa,,HIV-Syphilis Duo Kit,,Misc,Text,,,,,,,,,,,,,,,,,,,,
5e318e60-3108-4468-90cd-7f2dc1c596a6,,HIV Determine Kit,,Misc,Text,,,,,,,,,,,,,,,,,,,,
afa64df8-50af-4bc3-8135-6e6603f62068,,Initial HIV Test Kit Name,,Question,Coded,HIV Determine Kit;HIV-Syphilis Duo Kit,,,,,,,,,,,,,,,,,,,
7ac53e4f-c5c4-4bd9-a948-1df1fb73740a,,Hotspot,,Misc,Text,,,,,,,,,,,,,,,,,,,,
b12b2d5e-9e9b-4af8-b326-a9de5ea0acfe,,Drop In Centre,,Misc,Text,,,,,,,,,,,,,,,,,,,,
c15aecde-acac-49b6-bffe-cd1bb291c28b,,Workplace,,Misc,Text,,,,,,,,,,,,,,,,,,,,
261855fb-32d6-43c3-b0bf-e8737db154f7,,Family Planning Clinic,,Misc,Text,,,,,,,,,,,,,,,,,,,,
6007b076-9e67-47e5-8e57-ee5d1331fbe0,,Post Natal Program,,Misc,Text,,,,,,,,,,,,,,,,,,,,
165475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Antenatal program,,Program,Text,,,,,Programa de Cuidado Prenatal,,,,,,,,,,,,,,,
160552AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nutrition program,,Misc,N/A,,,PIH:1845,,,,Programme de nutrition,,,,,,,,,,,,,
160546AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sexually transmitted infection program/clinic,,Misc,N/A,,,PIH:1786;SNOMED-CT:25681007,,,,Programme d'infections sexuellement transmissibles,,,,,,,,,,,,,
160545AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Outreach program,,Misc,N/A,,,PIH:1785,,,,Programme d'assistance,,,,,,,,,,,,,
74a3b695-30f7-403b-8f63-3f766461e104,,Community Service Delivery Point,,Question,Coded,Drop In Centre;Home based HIV testing program;Hotspot;mobile voluntary counseling and testing program;Other non-coded;Outreach program;Voluntary counseling and testing center;Workplace,,,,,,,,,,,,,,,,,,,
162050AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Comprehensive care center,,Misc,Text,,,,,,,,,,,,,,,,,,,,
164835AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Labor and delivery unit,,Misc,Text,,,,,,,,,,,,,,,,,,,,
80bcc9c1-e328-47e8-affe-6d1bffe4adf1,,Facility Service Delivery Point,,Question,Coded,Antenatal program;Comprehensive care center;Family Planning Clinic;Inpatient care or hospitalization;Labor and delivery unit;Nutrition program;Other non-coded;Outpatient department;Post Natal Program;Sexually transmitted infection program/clinic;Tuberculosis treatment program,,,,,,,,,,,,,,,,,,,
d3205b6a-7192-461f-9ea8-a1ac8af38964,,Patient Clinic Identification Number,Unique patient identification number assigned at the ART Clinic,Misc,Numeric,,,,ART Number,,,,,,,,,,,,,,,0,
65e18678-18db-4801-9625-50d3302c780c,,HIV Rapid Recency Test Conducted?,Test for HIV recency if the final result is positive,Question,Coded,False;Unknown;Yes,,,Recency Test Done?,,,,,,,,,,,,,,,,
445846e9-b929-4519-bc83-d51c051918f5,,Result Received Couples,,Question,Coded,False;Unknown;Yes,,,,,,,,,,,,,,,,,,,
3a27187f-da7a-4f6b-986d-6521f343326d,,Concordant Positive,,Misc,Text,,,,,,,,,,,,,,,,,,,,
c1504c2b-a8bf-44bf-ab1e-1d342ba051ae,,Concordant Negative,,Misc,Text,,,,,,,,,,,,,,,,,,,,
c2d2bea8-2db5-4730-86b1-592c9408f567,,Discordant,,Misc,Text,,,,,,,,,,,,,,,,,,,,
5f38bc97-d6ca-43f8-a019-b9a9647d0c6a,,Couple Results,,Question,Coded,Concordant Negative;Concordant Positive;Discordant,,,,,,,,,,,,,,,,,,,
6378487b-584d-4422-a6a6-56c8830873ff,,Positive,HIV Positive Result,Misc,Text,,,,Positive,,,,,,,,,,,,,,,,
159427AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Result of HIV test,HIV test result by unspecified PCR or rapid test,Finding,Coded,Indeterminate;Negative;Positive,,org.openmrs.module.mdrtb:RESULT OF HIV TEST;PIH:2169;SNOMED-MVP:1594271000105002,,,,RÃ©sultat du test VIH,,Rezilta nan tÃ¨s VIH,,,,,,,,,,,
e16b0068-b6a2-46b7-aba9-e3be00a7b4ab,,Final HIV Test Result,,Question,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
bfc5fbb9-2b23-422e-a741-329bb2597032,,Tie Breaker HIV Test Result,,Question,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
dbc4f8e9-7098-4585-9509-e2f84a4d8c6e,,Confirmatory HIV Test Result,,Question,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
e767ba5d-7560-43ba-a746-2b0ff0a2a513,,Initial HIV Test Result,,Question,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
846a63c0-4530-4008-b6a1-12201b9e0b88,,Support for Disclosure and Partner Services,,Misc,Text,,,,,,,,,,,,,,,,,,,,
a046ce31-e0d9-4044-a384-ecc429dc4035,,Legal and Social Services,,Misc,Text,,,,,,,,,,,,,,,,,,,,
ea08440d-41d4-4795-bb4d-4639cf32645c,,Services for Responding to Violence Against Women,,Misc,Text,,,,,,,,,,,,,,,,,,,,
7d502927-7f21-4f72-bfc6-dc4d972ab1af,,Index Client ID Number,,Misc,Text,,,,,,,,,,,,,,,,,,,,
deb58a7d-1c89-4ce4-bfd9-2276d5530089,,Contact With and Suspected Exposure,,Misc,Text,,,,,,,,,,,,,,,,,,,,
68a39d12-49c1-49aa-bd23-e8d505af8e93,,Drug Injecting Partner,,Misc,Text,,,,,,,,,,,,,,,,,,,,
66916a5c-760f-4c12-ae91-71f83298eb40,,Social Contact,,Misc,Text,,,,,,,,,,,,,,,,,,,,
858f0f06-bc62-4b04-b864-cef98a2f3845,,Cotrimoxazole Chemoprophylaxis to Prevent Pneumocystis Carinii Pneumonia,,Misc,Text,,,,,,,,,,,,,,,,,,,,
0cf2ce2c-cd3f-478b-89b7-542018674dba,,Assessment and Provision of Vaccinations,,Misc,Text,,,,,,,,,,,,,,,,,,,,
88cdde2b-753b-48ac-a51a-ae5e1ab24846,,Pre Exposure Prophylaxis (PEP),,Misc,Text,,,,,,,,,,,,,,,,,,,,
db79bc73-2f79-4b8f-b683-137fb38e3f81,,Post Exposure Prophylaxis,,Misc,Text,,,,,,,,,,,,,,,,,,,,
0be6a668-b4ff-4fc5-bbae-0e2a86af1bd1,,Post-GBV Care,,Misc,Text,,,,,,,,,,,,,,,,,,,,
e7ee9ec2-3cc7-4e59-8172-9fd08911e8c5,,Prevention Information,,Misc,Text,,,,,,,,,,,,,,,,,,,,
ac2e75dc-fceb-4591-9ffb-3f852c0750d9,,Behavioural Interventions to Support Risk Reduction - for KP,,Misc,Text,,,,,,,,,,,,,,,,,,,,
da0238c1-0ddd-49cc-b10d-c552391b6332,,Harm Reduction for People Who Inject Drugs,,Misc,Text,,,,,,,,,,,,,,,,,,,,
a56cdd43-f2eb-49d6-88fd-113aaea2e85f,,HIV Testing for Partners and Social Contacts of People from KP,,Misc,Text,,,,,,,,,,,,,,,,,,,,
f0589be1-d457-4138-b244-bfb115cdea21,,HIV Testing for Partners and Biological Children,,Misc,Text,,,,,,,,,,,,,,,,,,,,
46da10c7-49e3-45e5-8e82-7c529d52a1a8,,STI Testing and Treatment,,Misc,Text,,,,,,,,,,,,,,,,,,,,
9d4c029a-2ac3-44c3-9a20-fb32c81a9ba2,,Anal Cancer Screening,,Misc,Text,,,,,,,,,,,,,,,,,,,,
060dd5b2-2d65-4db5-85f0-cd1ba809350f,,Cervical Cancer Screening and Treatment,,Misc,Text,,,,,,,,,,,,,,,,,,,,
0097d9b1-6758-4754-8713-91638efe12ea,,Check Pregnancy Status,,Misc,Text,,,,,,,,,,,,,,,,,,,,
6488e62a-314b-49da-b8d4-ca9c7a6941fc,,Contraception and FP,,Misc,Text,,,,,,,,,,,,,,,,,,,,
bf634be9-197a-433b-8e4e-7a04242a4e1d,,Sexual and Reproductive Services Referred,,Question,Coded,Anal Cancer Screening;Cervical Cancer Screening and Treatment;Check Pregnancy Status;Contraception and FP;HIV Testing for Partners and Biological Children;HIV Testing for Partners and Social Contacts of People from KP;STI Testing and Treatment,,,,,,,,,,,,,,,,,,,
164128AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Isoniazid Preventive Treatment Program,Program for isoniazid (INH) preventive treatment,Program,N/A,,,,,,,,,,,,,,,,,,,,
960f2980-35e2-4677-88ed-79424fe0fc91,,Clinical Services Referred,,Question,Coded,Assessment and Provision of Vaccinations;Cotrimoxazole Chemoprophylaxis to Prevent Pneumocystis Carinii Pneumonia;Isoniazid Preventive Treatment Program;Tuberculosis treatment program,,,,,,,,,,,,,,,,,,,
162223AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Voluntary male circumcision clinic,,Misc,N/A,,,,VMMC clinic,,,,,,,,,,,,,,,,
5617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Partner or spouse,General descriptive answer.. a patient's partner or spouse.,Misc,N/A,,,AMPATH:5617;SNOMED-CT:127848009,,,,Partenaire ou conjoint,,PatnÃ¨ oswa Mari oswa Madanm,,,,,,,,,,,
5490AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Psychosocial counseling,Counseling provided for psychosocial support.,Procedure,N/A,,,,,,,soutien psychosocial,,Konsey siko-sosyal,,,,,,,,,,,
1272AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Referrals ordered,Question on encounter form.  Answers are referrals made during a particular patient visit.,Question,Coded,Alcohol counseling;ARV for mother;Dental care referral;Diagnostic testing and counseling for HIV;Disclosure counseling;Family planning services;Health center hospital;Inpatient care or hospitalization;Maternal and child health program;Mental health services;Nutritional support;Ophthalmology referral;Other non-coded;Postnatal care referral;Prenatal care referral;Private health care clinic/facility;Private home-based care;Psychosocial counseling;Referral for opportunistic infection treatment;Sexually transmitted infection program/clinic;Social support services;Surgical Outpatient Department;Tobacco use counseling;Voluntary counseling and testing for HIV,,AMPATH:1272;AMPATH:1932;SNOMED-CT:439980006,,,,Consultation demandÃ©e,,odone referans,,,,,,,,,,,
b5afd495-00fc-4d94-9e26-8f6c8cc8caa0,,Other Support Services Referred,,Question,Coded,Legal and Social Services;Mental health services;Psychosocial counseling;Services for Responding to Violence Against Women;Support for Disclosure and Partner Services,,,,,,,,,,,,,,,,,,,
1528AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Child,,Misc,N/A,,,,,Hijo,,Enfant,,Timoun,,,,,,,,,,,
85d3b4fe-c1a9-4e27-a86b-dcc1e30c8a93,,Relationship to Index Client,,Question,Coded,Child;Contact With and Suspected Exposure;Drug Injecting Partner;Partner or spouse;Social Contact,,,,,,,,,,,,,,,,,,,
1691AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Post-exposure prophylaxis,"Post-exposure prophylaxis (PEP) is short-term antiretroviral treatment to reduce the likelihood of HIV infection after potential exposure, either occupationally or through sexual intercourse.",Procedure,Boolean,,,,Post-exposure prophylaxis,,,Recherche prÃ©ventive,,Profilaksi pÃ²s-ekspozisyon,,,,,,,,,,,
5f394708-ca7d-4558-8d23-a73de181b02d,,Prevention Services Referred,,Question,Coded,Behavioural Interventions to Support Risk Reduction - for KP;Harm Reduction for People Who Inject Drugs;Other non-coded;Post-exposure prophylaxis;Post-GBV Care;Pre Exposure Prophylaxis (PEP);Prevention Information;STI Testing and Treatment;Voluntary male circumcision clinic,,,,,,,,,,,,,,,,,,,
e407ad47-0efd-4429-ab6b-3506dbf9580a,,Partner Key Population Status,,Question,Coded,Drug Injecting Partner;Long distance truck driver;Male who has sex with men;Prisoners;Sex worker;Transgender Persons,,,,,,,,,,,,,,,,,,,
a5261998-c635-4e27-870c-e837faf6cf9a,,HIV Status,,Question,Coded,Negative;Positive,,,HIVStatus,,,,,,,,,,,,,,,,
166431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Target population,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
162576AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,New patient identifier,Link to new patient identifier if patient has transferred out of facility,Misc,Text,,,,,,,,,,,,,,,,,,,,
160109AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sexually active,,Misc,Coded,,,PIH:2730,,,,Actif sexuellement,,fe bagay,,,,,,,,,,,
166430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,General population,The overall population of a studied group. A type of population often used as a denominator in an indicator.,Misc,N/A,,,,,,,,,,,,,,,,,,,,
166432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Study population type,,Question,Coded,General population;Target population,,,,,,,,,,,,,,,,,,,
165303AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rapid syphilis test,,Test,Coded,Indeterminate;Negative;Positive,,,,,,Test rapide syphilis,,,,,,,,,,,,,
159218AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unprotected sexual intercourse,,Diagnosis,Coded,,,IMO-ProblemIT:816022;SNOMED-CT:2314005,,,,Rapports sexuels non protÃ©gÃ©s,,RapÃ² seksyÃ¨l san pwoteksyon,,,,,,,,,,,
156660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,History of sexually transmitted disease,,Diagnosis,Coded,,,IMO-ProblemIT:824556;SNOMED-CT:275881005,,,,Histoire d'autre infection sexuellement transmissible,,Istwa ist,,,,,,,,,,,
365371fd-0106-4a53-abc4-575e3d65d372,,People With Disability,,Misc,Text,,,,,,,,,,,,,,,,,,,,
c038bff0-8e33-408c-b51f-7fb6448d2f6c,,People Who Inject Drugs,,Misc,Text,,,,,,,,,,,,,,,,,,,,
d3d4ae96-8c8a-43db-a9dc-dac951f5dcb3,,Key PopulationType,,Question,Coded,Adolescent Girls & Young Women;Fisher Folk;Long distance truck driver;Male who has sex with men;Migrant Workers;People Who Inject Drugs;People With Disability;Prisoners;Refugees;Sex worker;Transgender Persons;Uniformed Forces,,,,,,,,,,,,,,,,,,,
8de5bf3f-8058-4735-ae50-b5a986b2362b,,More Than 12 Months,,Misc,Text,,,,,,,,,,,,,,,,,,,,
c85e6df3-7184-400e-a686-f41aaae08113,,6-12 Months,,Misc,Text,,,,,,,,,,,,,,,,,,,,
8df190d5-7a65-4b53-9b4a-b35b9cf400b1,,3-6 Months,,Misc,Text,,,,,,,,,,,,,,,,,,,,
909edba5-c9b1-44e3-92ee-f95269964fe1,,0-3 Months,,Misc,Text,,,,,,,,,,,,,,,,,,,,
e7947a45-acff-49e1-ba1c-33e43a710e0d,,Duration Since Last HIV Test,,Question,Coded,0-3 Months;3-6 Months;6-12 Months;More Than 12 Months;Unknown,,,,,,,,,,,,,,,,,,,
1201b688-45f8-4e56-b089-0b31138a19dd,,Confirmatory HIV Test Done,,Question,Coded,,,,,,,,,,,,,,,,,,,,
b221ce19-9292-4117-bdff-0adcf13f82d6,,Tiebreaker HIV Test Done,,Question,Coded,,,,,,,,,,,,,,,,,,,,
976ca997-fb2b-4bef-a299-f7c9e16b50a8,,Consent for Recency Test,Documentation that someone has given consent for a recency test,Question,Boolean,,,,,,,,,,,,,,,,,,,,
4fe5857e-c804-41cf-b3c9-0acc1f516ab7,,Recency Test Conducted,,Question,Coded,,,,,,,,,,,,,,,,,,,,
9e82e55d-dbbf-49a6-900c-d8ead9985b0a,,ETV + 3TC + DRV + RTV,This is a drug regimen consisting of  Etravirine + Lamivudine  + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
4ad80d98-0a1a-41d1-a9d7-2110692bf5eb,,d4T + 3TC + LPV/r,This is a drug regimen consisting of  Stavudine + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
d8051638-0123-4322-a094-4a48adffdc37,,d4T + 3TC + NVP,This is a drug regimen consisting of  Stavudine + Lamivudine  + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,
6a3d196a-67fa-4d4f-b78d-76103d91972a,,d4T + 3TC + EFV,This is a drug regimen consisting of  Stavudine + Lamivudine  + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,
e9540e20-1ba4-4573-b189-088f5fd9dc57,,AZT + 3TC + RAL,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
bafb40ca-b0c7-4366-bd8e-9eb923237c94,,AZT + 3TC + NVP,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,
d2b1d784-a880-42a9-b0a6-19de2db7afd6,,AZT + 3TC + LPV/r,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
b1336ea0-3a87-4018-9fce-3a7a22d95d7d,,AZT + 3TC + EFV,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,
f2247788-6d05-490d-ad04-64544c8020b7,,AZT + 3TC + DTG,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
60bec021-c05c-4ae9-93fe-b798c0bf82d2,,AZT + 3TC + DRV + RTV + RAL,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Darunavir + Ritonavir + Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
62243dfe-6284-48a9-afcc-63149ac6d709,,AZT + 3TC + ATV/r,This is a drug regimen consisting of Zidovudine + Lamivudine  + Atazanavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
1431d032-9eeb-46b3-84e5-79f0c19354d8,,RAL + 3TC + DRV + RTV,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
f47f98e7-f17a-466a-ba8e-aa4423049c7e,,RAL + 3TC + DRV + RTV + ABC,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir + Abacavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
3ae355dd-fc83-43c6-9312-ebbb30b51bf7,,RAL + 3TC + DRV + RTV + AZT,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir + Zidovudine,Misc,Text,,,,,,,,,,,,,,,,,,,,
0fd8a042-81a3-4106-8470-63d29380d7d5,,RAL + 3TC + DRV + RTV + TDF,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir + Tenofovir,Misc,Text,,,,,,,,,,,,,,,,,,,,
6b7cd8a1-77b3-4853-bbe7-ff6bf51c41c3,,TAF + 3TC + DRV/r,This is a drug regimen consisting of  Tenofovir Alafenamide + Lamivudine  + Darunavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
5f7da36e-1a83-4ede-ae6f-41aaa5304601,,TAF + 3TC + DTG,This is a drug regimen consisting of  Tenofovir Alafenamide + Lamivudine  + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
5a4587e2-de9e-4b99-9ea0-00717fa5605a,,TAF + 3TC + LPV/r,This is a drug regimen consisting of  Tenofovir Alafenamide + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
907d304b-ebc4-4387-8af8-2d2c92f82910,,TDF + 3TC + DTG + DRV + RTV,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Dolutegravir + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
5679c813-cfed-4fb2-b252-d6149297e013,,TDF + 3TC + DTG + ETR + DRV + RTV,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Dolutegravir + Etravirine + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
5f123dc8-c697-47f6-bc67-007322a9bb48,,TDF + 3TC + EFV,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,
380e5e7c-7c2f-4ba8-a93c-90b1e638dc2c,,TDF + 3TC + LPV/r,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
36685ad3-a223-4c3c-b6ee-d8358432a600,,TDF + 3TC + NVP,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,
083d46c5-dea7-49de-abd5-e16f252255a7,,TDF + FTC + DTG,This is a drug regimen consisting of  Tenofovir + Emtricitabine + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
67701961-f6c1-4ebf-a7f5-c2c5d25021a0,,TDF + FTC + EFV,This is a drug regimen consisting of  Tenofovir + Emtricitabine + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,
49676d5a-934f-47b7-b365-f5e546012c65,,TDF + FTC + NVP,This is a drug regimen consisting of  Tenofovir + Emtricitabine + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,
dc25af21-7816-44d8-92d2-3332c7db113a,,ABC + 3TC + RAL,This is a drug regimen consisting of Abacavir  + Lamivudine  + Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
0da33711-7b3f-4997-bc9e-4a2445fbaf63,,ABC + 3TC + LPV/r,This is a drug regimen consisting of Abacavir  + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,CIEL:162200,,,,,,,,,,,,,,,,,
70e9b78a-a6d8-49c2-8217-0ba57b05803a,,ABC + 3TC + EFV,This is a drug regimen consisting of Abacavir  + Lamivudine  + Efavirenz,Misc,Text,,,CIEL:162563,,,,,,,,,,,,,,,,,
159db6bc-1303-4829-8fe4-32212751c934,,ABC + 3TC + DTG,This is a drug regimen consisting of Abacavir  + Lamivudine  + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
396d668b-b1e6-4997-b9b9-2d57f53c2321,,ABC + 3TC + DRVr,This is a drug regimen consisting of Abacavir  + Lamivudine  + Darunavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,
5bb0348b-fc27-460e-b6cd-df7a4a253372,,ABC + 3TC + DRV+RTV+RAL,Regimen combination of Abacavir  + Lamivudine  + Darunavir+Ritonavir+Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,
f827ed18-f816-4cd0-b77c-28a0209c96c0,,ABC + 3TC + ATVr,This is a drug regimen consisting of Abacavir  + Lamivudine  + Atazanavir/Ritonav,Misc,Text,,,,,,,,,,,,,,,,,,,,
98bec34c-608a-46ce-8f1a-3ee3b8b6f92b,,ABC + 3TC + NVP,This is a drug regimen consisting  of Abacavir  + Lamivudine  + Nevirapine,Misc,Text,,,CIEL:162199,,,,,,,,,,,,,,,,,
b98c03f8-277b-43e8-b11b-b515b9b3ad84,,ABC + 3TC + DRV/r,Regimen combination of Abacavir  + Lamivudine  + Darunavir/Ritonavir,Question,N/A,,,,,,,,,,,,,,,,,,,,
6a6cbda5-b155-4144-9ff9-ec3d1d1cd509,,Date last use ART for Hepatitis,Date of last use of antiretroviral drugs to treat/manage Hepatitis,Question,Coded,,,,,,,,,,,,,,,,,,,,
fbe937b6-a4ad-4ce5-9c43-002222fbabfb,,Date last used PEP Regimen,Date the patient last took a post exposure prophylaxis regimen,Question,Date,,,,,,,,,,,,,,,,,,,,
5af829e9-2427-4ed7-bb55-de4381610364,,Date last used a PrEP regimen,Date the patient last took a pre exposure prophylaxis regimen,Question,Date,,,,,,,,,,,,,,,,,,,,
906ed69c-949b-47b5-b469-2205f0da473a,,Previous use of ART for Hepatitis,Previous use of antiretroviral drugs to treat/manage Hepatitis,Question,Coded,,,,,,,,,,,,,,,,,,,,
5d397775-0155-4033-95dc-edcec98e8190,,Previous use of Pre Exposure Prophylaxis (PrEP),Has the client previously used Pre Exposure Prophylaxis (PrEP),Question,Coded,False;Unknown;Yes,,,,,,,,,,,,,,,,,,,
a484d55e-dfc7-4791-82a4-eff8f21e26de,,Transfer-in without records,Transfer-in client without supporting documentation from the transferring facility,Question,N/A,,,,,,,,,,,,,,,,,,,,
71a489e5-e393-4859-a2df-a3b14ea6b4bf,,Transfer-in with Records,"For transfer-in clients, was there documentation from the referring facility recieved",Misc,N/A,,,,,,,,,,,,,,,,,,,,
166521AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Darunavir / Dolutegravir / Lamivudine / Ritonavir / Tenofovir,ARV regimen,Misc,N/A,,,KenyaEMR:165369,3TC/DAL/DRV/DTG/RTV,,,,,,,,,,,,,,,,
166087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dolutegravir / Lamivudine / Zidovudine,Antiretroviral regimen,Misc,N/A,,,KenyaEMR:164968;PIH:13152,DTG + 3TC + AZT,,,,,,,,,,,,,,,,
165605AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dolutegravir / lamivudine / tenofovir,,Drug,N/A,,,KenyaEMR:164969,DTG / 3TC / TDF,,,,,,,,,,,,,,,,
165086AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,TDF-3TC-DTG,"Drug regimen including Tenofovir, Lamivudine and Dolutegravir.",Misc,N/A,,,,,,,,,,,,,,,,,,,,
164512AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,TDF-3TC-ATV/r,"Regimen containing Tenofovir, Lamivudine, Atazanavir and Ritonavir",Misc,N/A,,,,,,,,,,,,,,,,,,,,
164144AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,New client,,Question,Coded,,,,,,,,,,,,,,,,,,,,
163782AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date mother stopped receiving total maternal to child transmission prophylaxis (TPMTCT),The date the patient's mother stopped recieving maternal to child transmission prophailaxis (TPMTCT).,Question,Date,,,,,,,Date ou la mÃ¨re a arreter une prophylaxie totale pour la prevention de la transmission mÃ¨re-enfant (PTME),,Dat Manman te suspan rEsevwa yon pwofilaktik total pou prevansyon transmisyon manman ak timoun (PTMT),,,,,,,,,,,
163722AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rapid test for HIV,"Rapid test used to detect HIV. It could include rapid test 1 or rapid test 2, and should be used in the case where it is unknown whether it was rapid test 1 or 2. This is a qualitative test.",Test,Coded,,,,,,,Test rapide pour HIV,,Tes rapid pou HIV,,,,,,,,,,,
